id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_wifi_internet,amenities_tv,amenities_air_conditioning,amenities_heating,amenities_kitchen
8977,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
8978,apartment,entire_home_apt,3,1.5,1.0,1.0,real_bed,1,1,1,1,1
8979,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
8980,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
8981,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
8982,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
8983,apartment,entire_home_apt,4,1.0,0.0,1.0,real_bed,1,1,1,1,1
8984,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
8985,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,1,1,1
8986,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
8987,apartment,entire_home_apt,4,1.0,0.0,2.0,real_bed,1,1,1,1,1
8988,apartment,private_room,1,1.0,1.0,1.0,real_bed,0,0,0,1,0
8989,house,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,0
8990,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
8991,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,0,1,1
8992,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
8993,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
8994,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
8995,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
8996,apartment,entire_home_apt,6,1.0,3.0,3.0,real_bed,1,1,0,1,1
8997,apartment,private_room,2,2.0,1.0,2.0,real_bed,1,0,0,1,1
8998,loft,entire_home_apt,6,1.0,0.0,3.0,real_bed,1,1,1,1,1
8999,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9000,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9001,apartment,entire_home_apt,16,2.0,5.0,12.0,real_bed,1,1,1,1,1
9002,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
9003,apartment,entire_home_apt,6,2.0,2.0,2.0,real_bed,1,1,1,1,1
9004,apartment,entire_home_apt,7,2.0,3.0,4.0,real_bed,1,1,1,1,1
9005,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9006,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9007,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9008,apartment,private_room,1,1.0,1.0,2.0,real_bed,1,1,0,1,1
9009,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9010,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9012,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9013,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,0,1,1,1,1
9014,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
9015,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
9016,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9017,apartment,shared_room,1,2.0,1.0,1.0,real_bed,1,1,1,1,1
9018,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,0,1,1
9019,apartment,shared_room,1,2.0,1.0,1.0,real_bed,1,1,1,1,1
9020,apartment,shared_room,1,2.0,1.0,1.0,real_bed,1,1,1,1,1
9021,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
9022,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,0
9023,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9024,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
9025,apartment,entire_home_apt,4,1.5,2.0,2.0,real_bed,1,1,1,1,1
9026,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
9028,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,0,0,1,1
9029,condominium,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9030,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9031,condominium,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9032,boutique_hotel,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9033,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9034,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9035,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9036,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9037,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9038,loft,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,0,1,1,1
9039,boutique_hotel,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9040,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9041,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9042,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9043,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9044,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9045,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9046,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9047,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9048,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9049,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,1,1,1
9050,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9051,other,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
9052,apartment,private_room,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
9053,chalet,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,0
9054,apartment,entire_home_apt,4,1.5,1.0,2.0,real_bed,1,1,1,1,1
9055,apartment,entire_home_apt,7,1.0,2.0,3.0,real_bed,1,1,1,1,1
9056,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
9057,apartment,shared_room,1,1.0,1.0,1.0,real_bed,1,0,0,0,1
9058,townhouse,private_room,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
9059,chalet,entire_home_apt,7,1.0,3.0,3.0,real_bed,1,1,1,1,1
9060,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9061,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
9062,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
9063,apartment,private_room,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
9064,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9065,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9066,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,1,1,1
9067,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
9068,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9069,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
9070,apartment,shared_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9071,apartment,entire_home_apt,4,1.5,1.0,2.0,real_bed,1,1,1,1,1
9072,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
9073,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9074,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9075,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,1,1,1,1
9076,apartment,private_room,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
9077,apartment,entire_home_apt,6,1.0,2.0,1.0,real_bed,1,1,1,1,1
9078,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
9079,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9080,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,0,1,1
9081,apartment,entire_home_apt,6,1.5,2.0,2.0,real_bed,1,1,1,1,1
9082,apartment,entire_home_apt,10,1.0,2.0,4.0,real_bed,1,1,0,1,1
9083,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
9084,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
9085,apartment,private_room,1,1.0,1.0,1.0,real_bed,0,0,0,1,0
9086,apartment,entire_home_apt,10,3.0,3.0,5.0,real_bed,1,1,1,1,1
9087,apartment,entire_home_apt,3,1.0,2.0,3.0,real_bed,1,0,1,1,1
9088,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
9089,apartment,entire_home_apt,4,2.0,1.0,1.0,real_bed,1,1,1,1,1
9090,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9091,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
9092,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9093,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,0,1,1
9094,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,0,1,1,1
9095,apartment,entire_home_apt,6,1.5,2.0,2.0,real_bed,1,1,1,1,1
9096,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
9097,apartment,entire_home_apt,5,2.0,3.0,3.0,real_bed,1,1,0,1,1
9098,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,1,1,1
9099,apartment,entire_home_apt,3,2.0,2.0,2.0,real_bed,1,1,1,1,1
9100,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9101,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
9102,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
9103,loft,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
9104,serviced_apartment,entire_home_apt,8,4.0,5.0,5.0,real_bed,1,1,1,1,1
9105,apartment,entire_home_apt,6,3.5,3.0,3.0,real_bed,1,1,1,1,1
9106,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,0,1,1
9107,apartment,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
9108,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,1,1
9109,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,1,1,1
9110,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9111,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,0,1,1
9112,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
9113,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9114,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9115,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,1,1,1
9116,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9117,apartment,entire_home_apt,3,1.0,2.0,3.0,real_bed,1,1,1,1,1
9118,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
9119,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,1,0
9120,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9121,apartment,entire_home_apt,4,1.5,0.0,2.0,real_bed,1,1,1,1,1
9122,apartment,entire_home_apt,5,2.0,2.0,5.0,real_bed,1,1,1,1,1
9123,apartment,entire_home_apt,6,1.5,3.0,4.0,real_bed,1,1,1,1,1
9124,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,1,1,1
9125,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,0,1,1
9126,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9127,apartment,entire_home_apt,16,4.0,8.0,20.0,real_bed,1,1,1,1,1
9128,apartment,private_room,4,2.5,1.0,2.0,real_bed,1,1,1,1,1
9129,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9130,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9131,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,1,1,1
9132,condominium,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
9133,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
9134,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
9135,apartment,entire_home_apt,4,2.0,1.0,1.0,real_bed,1,1,1,1,1
9136,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9137,apartment,entire_home_apt,7,3.0,3.0,5.0,real_bed,1,1,1,1,1
9138,apartment,private_room,3,1.5,1.0,1.0,real_bed,1,0,1,1,0
9139,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9140,apartment,entire_home_apt,8,2.0,4.0,4.0,real_bed,1,1,1,1,1
9141,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,0
9142,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
9143,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9144,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9145,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,1,1
9146,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9147,loft,entire_home_apt,4,1.0,0.0,2.0,real_bed,1,1,1,1,1
9148,apartment,entire_home_apt,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
9149,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
9150,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,0,1,1
9151,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
9152,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
9153,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9154,apartment,entire_home_apt,6,1.0,3.0,4.0,real_bed,1,1,1,1,1
9155,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9156,apartment,private_room,1,1.0,4.0,1.0,real_bed,0,0,0,0,1
9157,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,0
9158,apartment,private_room,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9159,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
9160,apartment,entire_home_apt,5,1.0,2.0,2.0,real_bed,1,1,1,1,1
9161,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,1,0,1,1
9162,apartment,entire_home_apt,4,1.0,1.0,0.0,real_bed,1,1,1,1,1
9163,apartment,private_room,4,2.0,1.0,2.0,real_bed,1,1,1,1,1
9164,guesthouse,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9165,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9166,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
9167,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
9168,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9169,apartment,entire_home_apt,1,1.0,0.0,1.0,real_bed,1,1,1,1,1
9170,apartment,private_room,1,1.0,2.0,1.0,real_bed,1,1,0,1,0
9171,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
9172,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
9173,apartment,entire_home_apt,3,1.0,0.0,1.0,real_bed,1,1,1,0,1
9174,apartment,entire_home_apt,4,2.0,2.0,4.0,real_bed,1,1,1,1,1
9175,apartment,private_room,2,1.5,0.0,1.0,real_bed,1,1,1,1,1
9176,apartment,entire_home_apt,5,2.0,2.0,2.0,real_bed,1,1,1,1,1
9177,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9178,apartment,entire_home_apt,6,2.0,3.0,5.0,real_bed,1,1,1,1,1
9179,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,0,1
9180,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9181,apartment,private_room,3,2.0,1.0,2.0,real_bed,1,1,1,1,1
9182,apartment,private_room,1,1.0,0.0,1.0,real_bed,1,1,1,1,1
9183,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
9184,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9185,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9186,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
9187,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,1,0,1,1
9188,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,1,0,0,1,1
9189,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
9190,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9191,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9192,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
9193,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
9194,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
9195,loft,entire_home_apt,6,1.0,2.0,6.0,real_bed,1,1,0,1,1
9196,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
9197,apartment,entire_home_apt,4,2.0,1.0,2.0,real_bed,1,1,1,1,1
9198,apartment,entire_home_apt,6,1.0,1.0,2.0,real_bed,1,1,1,1,1
9199,house,private_room,1,2.0,1.0,1.0,real_bed,1,0,0,1,1
9200,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
9201,apartment,entire_home_apt,8,1.0,3.0,3.0,real_bed,1,1,1,1,1
9202,townhouse,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9203,house,private_room,2,1.5,1.0,2.0,real_bed,1,0,0,1,1
9204,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9205,apartment,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,0,1,1
9206,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9207,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9208,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9209,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9210,apartment,entire_home_apt,6,2.0,2.0,2.0,real_bed,1,1,1,1,1
9211,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9212,apartment,entire_home_apt,5,2.5,3.0,4.0,real_bed,1,1,0,1,1
9213,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9214,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
9215,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,0,1,1
9216,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,0,1,1
9217,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
9218,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9219,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9220,apartment,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
9221,apartment,entire_home_apt,7,1.0,2.0,5.0,real_bed,1,1,1,1,1
9222,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9223,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9224,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,0,1
9225,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9226,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
9227,apartment,private_room,1,2.5,1.0,2.0,real_bed,1,1,1,1,1
9228,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
9229,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,0,1
9230,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,0,1,1
9231,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
9232,apartment,private_room,1,2.0,3.0,1.0,real_bed,1,1,0,1,1
9234,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
9235,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,1
9236,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9237,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9238,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
9239,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9240,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
9241,apartment,entire_home_apt,2,2.0,1.0,1.0,real_bed,1,1,1,1,1
9242,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
9243,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9244,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,0,1
9245,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9246,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9247,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
9248,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9249,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9250,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
9251,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,0
9252,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9253,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,0,1,1
9254,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,0,1,1
9255,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
9256,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
9257,apartment,entire_home_apt,6,3.0,3.0,5.0,real_bed,1,1,1,1,1
9258,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9259,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9260,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
9261,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9262,apartment,private_room,2,1.0,1.0,0.0,real_bed,1,1,1,1,1
9263,apartment,entire_home_apt,6,1.5,3.0,5.0,real_bed,1,1,1,1,1
9264,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
9265,house,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
9266,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9267,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
9268,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
9269,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9270,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
9271,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,0,1,1,1
9272,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
9273,apartment,entire_home_apt,5,2.0,3.0,4.0,real_bed,1,1,1,1,1
9274,loft,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,1,1
9275,apartment,entire_home_apt,5,2.0,2.0,3.0,real_bed,1,1,1,1,1
9276,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9277,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
9278,condominium,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,0,1,1
9279,loft,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9280,apartment,entire_home_apt,5,1.0,3.0,3.0,real_bed,1,1,1,1,1
9281,apartment,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,1,1
9282,loft,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,1,1
9283,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9284,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9285,apartment,entire_home_apt,3,1.5,1.0,2.0,real_bed,1,1,0,0,1
9286,apartment,entire_home_apt,5,1.0,1.0,1.0,real_bed,1,1,1,1,1
9287,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9288,apartment,entire_home_apt,6,2.0,2.0,5.0,real_bed,1,1,1,1,1
9289,apartment,entire_home_apt,6,3.0,3.0,4.0,real_bed,1,1,1,1,1
9290,apartment,private_room,2,1.0,0.0,1.0,real_bed,1,0,0,1,0
9291,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
9292,apartment,entire_home_apt,6,2.0,4.0,4.0,real_bed,1,1,0,1,1
9293,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,0,1
9294,apartment,entire_home_apt,8,2.0,3.0,7.0,real_bed,1,1,1,1,1
9295,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
9296,house,private_room,1,1.5,1.0,1.0,real_bed,1,1,1,1,1
9298,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
9299,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
9300,apartment,private_room,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
9301,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
9302,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
9303,apartment,entire_home_apt,6,1.5,2.0,3.0,real_bed,1,1,1,1,1
9304,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9305,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
9306,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,1,1,1
